name,code,address,state,off_ph_no,off_ph_no_2,fax_no,email,website,gender,res_type,aff_type,is_icse,is_isc,is_cve,princi_name
J.R. Cambridge School,TN029,Narayana Nagar Salem-636 015,TAMILNADU,04272260215,04272262115,,sathyaprithvi@gmail.com,tn029cisce.org,Co-ed.,D/R,Permanent,True,True,False,Sathya Prithviraj
James Memorial High School,TN030,Prakasapuram Mukuperi P. O. Tuticorin Thoothukudi-628 616,TAMILNADU,04639277240,04639279150,,james_memorial_school@yahoo.co.in,tn030cisce.org,Co-ed.,D/R,Permanent,True,False,False,Thangaraj Ponnaiah
Seventh-day Adventist English High School,TN031,"43, Heber Road Tiruchirapalli Tiruchirappalli-620 001",TAMILNADU,04312462583,,,sdatrichy01@gmail.com,tn031cisce.org,Co-ed.,Day,Permanent,True,False,False,M. Thangaraj
Kamakoti Vidyalaya,TN032,Post Box No. 349 Sankaran Pillai Road Tiruchirappalli-620 002,TAMILNADU,04312703955,04312701817,2704596,kamakotividyalaya@gmail.com,tn032cisce.org,Co-ed.,D/R,Permanent,True,False,False,Venmadhi K.p.
S.d.a. English High School,TN034,"1, Nagapatinam Road Thanjavur-613 001",TAMILNADU,04362235540,,,sdaschooltnj@gmail.com,tn034cisce.org,Co-ed.,Day,Provisional,True,False,False,D Franklin Watson
S.d.a. High School,TN035,Panneerselvam Street Subramaniapuram Tiruchirappalli-620 020,TAMILNADU,04312333945,,,sda.subramaniapuram@gmail.com,tn035cisce.org,Co-ed.,Day,Provisional,True,False,False,George Stevenson
Seventh Day Adventist English High School,TN036,Thiruvattar Post Kanyakumari-629177,TAMILNADU,04651277470,,,sdapulierranghy@gmail.com,tn036cisce.org,Co-ed.,Day,Permanent,True,False,False,P. Lazar
Ida Scudder School,TN037,Viruthampet Viruthampet Vellore-632 006,TAMILNADU,04162242404,04162246404,04162246404,head@tn037cisce.org,tn037cisce.org,Co-ed.,Day,Permanent,True,True,False,Renita Muthusami
S.d.a. English High School,TN038,Virudnagar Virudhunagar-626 001,TAMILNADU,04562243958,,,sdaprincipalvnr@gmail.com,tn038cisce.org,Co-ed.,Day,Provisional,True,False,False,C. Jeganatha Selvaraj
The Ashram,TN039,110 Velachery Road Guindy Chennai-600 032,TAMILNADU,04422201267,04422455656,,ashramtassc05@yahoo.in,tn039cisce.org,Co-ed.,Day,Provisional,True,True,False,Lakshmi Ramachandran
Good Earth School,TN040,"83, Naduveerapattu, Manimangalam Road Naduveerapattu Village, Sonmangalam Sriperambadur Taluk Kanchipuram-600 069",TAMILNADU,0442717823839,,,head@tn040cisce.org,tn040cisce.org,Co-ed.,Day,Permanent,True,True,False,Meena T.
Keswick Public School,TN041,Near Air Relay Station Koodal Nagar Madurai-625 018,TAMILNADU,04522661697,04526501497,,keswickpublicschool@yahoo.com,tn041cisce.org,Co-ed.,Day,Permanent,True,True,False,Maureen Jayaraj
Abacus Montessori School,TN042,"3, Thirumalai Nagar Annexe Iii Main Road Perungudi Chennai-600 096",TAMILNADU,04424960904,04424963823,,head@tn042cisce.org,tn042cisce.org,Co-ed.,Day,Permanent,True,True,False,Vyjayanthi Bhaskar
Kanyakumari Public School,TN043,Karuniapuram Karuniapuram Kanyakumari-629 702,TAMILNADU,04652270287,04652271287,04652271287,Kanyakumaripublicschool80@gmail.com,tn043cisce.org,Co-ed.,,Provisional,True,True,False,Grace K. Singh
The Vikasa School,TN044,"106, J / 93 Millerpuram Thoothukudi-628 008",TAMILNADU,04612310747,04612310427,,head@tn044cisce.org,tn044cisce.org,Co-ed.,Day,Provisional,True,True,False,N. K. Charles
Lakshmi School,TN045,Veerapanchan Karuppayurani Po Karuppayurani Madurai-625 020,TAMILNADU,04522429268,04522429178,04522429134,head@tn045cisce.org,tn045cisce.org,Co-ed.,,Permanent,True,True,False,S. Jawahar
St. Joseph's Academy,TN046,Appleby Road Coonoor The Nilgiris-643 102,TAMILNADU,04232230493,04232230688,04232234049,head@tn046cisce.org,tn046cisce.org,Co-ed.,D/R,Permanent,True,True,False,Ramesh Amalanathan Jesuraj
Idhayam Rajendran Residential School,TN047,Nedungulam Main Road Samanatham P.O. Madurai-625 009,TAMILNADU,04526452978,09442632748,04522698415,idhayamschool@gmail.com,tn047cisce.org,Co-ed.,D/R,Provisional,True,False,False,A. Nabishathul Misheria
Bhagwan Mahaveer Dayaniketan Jain School,TN048,", Arihanth Nagar Vellore-632 006",TAMILNADU,041622464694,04162246494,04162244685,head@tn048cisce.org,tn048cisce.org,Co-ed.,Day,Provisional,True,False,False,N.s Geetha
Shanti Bhavan Residential School,TN050,Baliganapalli Hosur Taluk Krishnagiri-635 103,TAMILNADU,09750954089,08025452572,08025440210,head@tn050cisce.org,tn050cisce.org,Co-ed.,D/R,Provisional,True,True,False,Beena Nair
St. Patrick's High School,TN051,Gandhi Nagar Adyar Chennai-600 020,TAMILNADU,04464503646,04424454792,,head@tn051cisce.org,tn051cisce.org,Co-ed.,Day,Provisional,True,False,False,Bro. Jacob V. Joseph
St. Augustine School,TN052,Rajaratnam 1St Street Narmadha Nagar Ullagram Chennai-600 091,TAMILNADU,04422243478,04422424532,,staugustineschool@gmail.com,tn052cisce.org,Co-ed.,Day,Provisional,True,False,False,Rajini Mala A.
Sruthi Vidhyodhaya,TN053,"308, C2, Gnanagiri Road Rajiv Gandhi Nagar Sivakasi Virudhunagar-626 189",TAMILNADU,04562220042,9585526219,,head@tn053cisce.org,tn053cisce.org,Co-ed.,Day,Permanent,True,False,False,S. Durga
Riverside Public School,TN054,San-Tri-Moo Kothagiri The Nilgiris-643 217,TAMILNADU,04266274555,04266274666,04266274777,info@riverside.edu.in,tn054cisce.org,Co-ed.,,Permanent,True,True,False,Ashwani Kumar Saxena
Brindavan Vidyalaya,TN055,Louis Nagar Ambikapuram Tiruchirappalli-620 004,TAMILNADU,04312447390,04312447818,04312233000,head@tn055cisce.org,tn055cisce.org,Co-ed.,Day,Provisional,True,False,False,R. Sathappan
M.K.R. Ayya Nadar Jeyalakshmi Ammal English Medium School,TN056,"144 A / 1, Kamarajar Salai Teppakulam Madurai-625 009",TAMILNADU,04522311589,,,m.k.r.a.j.school@gmail.com,tn056cisce.org,Co-ed.,Day,Permanent,True,False,False,M. Devi Ishwariya Lakshmi
Excel Central School,TN057,"17/190 A, Awai Farm Lane Thiruvattar Kanyakumari-629 177",TAMILNADU,04651282312,,04651283666,excelcentralschool@rediffmail.com,tn057cisce.org,Co-ed.,Day,Permanent,True,True,False,B. Binu Kumar
Navadisha Montessori School,TN058,"3Rd Cross Street, Kalki Nagar Near Ags Colony, 6Th Main Road Velachery Chennai-600 042",TAMILNADU,09677019347,,04422530621,info@navadishaschool.org,tn058cisce.org,Co-ed.,Day,Permanent,True,False,False,Girija S.
Isha Home School,TN059,Velliangiri Foothills Coimbatore-641 114,TAMILNADU,042225154448,,04222515499,head@tn059cisce.org,tn059cisce.org,Co-ed.,,Permanent,True,True,False,Prakash Somayaji
Chettinad Hari Shree Vidyalayam,TN060,"20, Srinivasa Avenue Road Rajah Annamalaipuram Chennai Chennai-600 028",TAMILNADU,04424615254,04424615264,04442312763,head@tn060cisce.org,tn060cisce.org,Co-ed.,Day,Permanent,True,True,False,Swaminathan V.k.
The Grove School,TN061,"1, Eldams Road Alwarpet Chennai Chennai-600 018",TAMILNADU,04424355592,,04424351022,head@tn061cisce.org,tn061cisce.org,Co-ed.,Day,Permanent,True,True,False,S.m. Sujatha
Vaels International School,TN062,"Pon Vidyashram Gardens Valmiki Street Injambakkam, ECR Chennai-600041",TAMILNADU,04424492792,04424492892,914424492392,principal@vaelsinternationalschool.com,tn062cisce.org,Co-ed.,Day,Permanent,True,True,False,R. Meenakshi
The Little Kingdom Senior School,TN063,Vedapuri Aranmanaiputhur Theni-625 531,TAMILNADU,9965589099,04546252342,,head@tn063cisce.org,tn063cisce.org,Co-ed.,Day,Provisional,True,True,False,Sujatha Kannan
The Unique Academy,TN064,"14/190, Perundurai R.s. Road Ingur Erode-638 052",TAMILNADU,04294230998,9842994115,,head@tn064cisce.org,tn064cisce.org,Co-ed.,Day,Permanent,True,True,False,Umayavalli Elango
Comorin International School,TN066,Aralvaimozhi Aralvaimozhi Kanyakumari-629 301,TAMILNADU,04652263044,04652263044,04652263033,head@tn066cisce.org,tn066cisce.org,Co-ed.,,Permanent,True,True,False,John Abraham
Montfort School,TN067,Yercaud Salem-636 601,TAMILNADU,04281223328,04281223428,04281223302,head@tn067cisce.org,tn067cisce.org,Co-ed.,,Permanent,True,True,False,Daniel Gnanaraj J
Sdr School,TN068,"2/50-A, Ponnagaram Korampallam Post Tuticorin Thoothukudi-628 101",TAMILNADU,04616454545,04616451904,04612324596,head@tn068cisce.org,tn068cisce.org,Co-ed.,Day,Provisional,True,True,False,Gladis Diana
Lotus An. Venkatachalam Chettiar School,TN069,Thiruppattur Road Devakottai Sivaganga-630 302,TAMILNADU,04561261510,,,head@tn069cisce.org,tn069cisce.org,Co-ed.,Day,Provisional,True,False,False,Selvi N. Rajee
Crescent Castle Public School,TN070,159/b-1 Coonoor Road Ootacamund The Nilgiris-643001,TAMILNADU,04232443538,04233201917,,crescent.tn070@gmail.com,tn070cisce.org,Co-ed.,Day,Permanent,True,True,False,Barney K Aldridge
Sbj Vidya Bhavan,TN071,Peace Garden Kulasekharam Kanyakumari-629 161,TAMILNADU,04651277331,04651280912,04651280912,sbjschools@gmail.com,tn071cisce.org,Co-ed.,Day,Provisional,True,False,False,N. Evangeline Nesa Kumari
Disha A Life School,TN072,Kullakkapalayam Pirivu P.k.d. College Road Pollachi Coimbatore-642 002,TAMILNADU,04259259161,04259259122,04259259171,head@tn072cisce.org,tn072cisce.org,Co-ed.,Day,Permanent,True,False,False,K.n. Mythelie
Stanes School,TN073,Avinashi Road Coimbatore-641 018,TAMILNADU,04222213952,04222385656,04224392252,head@tn073cisce.org,tn073cisce.org,Co-ed.,Day,Provisional,True,True,False,Sherene Thomas
Dr. Dasarathan International School,TN074,Jangamanaickenpalayam Thoppampatti Pirivu Coimbatore-641 017,TAMILNADU,04222460533,,04222460523,Head@tn074cisce.org,tn074cisce.org,Co-ed.,Day,Permanent,True,True,False,Shankar R
National Academy School,TN075,Pattinamkathan Ramanathapuram-623 503,TAMILNADU,04567230077,,000000000,nasicse@gmail.com,tn075cisce.org,Co-ed.,Day,Permanent,True,True,False,Jeyalakshmi V
Sacred Heart International School,TN076,Pammam Marthandam Kanyakumari-629 165,TAMILNADU,04651205370,7373707775,04651205380,principal@shis.in,tn076cisce.org,Co-ed.,Day,Permanent,True,True,False,Arun Kumar
Corpus Christi School,TN077,Peruvillai Peruvillai P.o. Kanyakumari-629 003,TAMILNADU,9486070061,9486045571,,head@tn077cisce.org,tn077cisce.org,Co-ed.,Day,Permanent,True,True,False,Rieta Paul
Amazon International School,TN078,Meyyur Moongilthuraipattu Road Tirvannamalai Tiruvannamalai-606 753,TAMILNADU,09585540801,,04272333011,amazonschools@gmail.com,tn078cisce.org,Co-ed.,Day,Provisional,True,True,False,Revathi S
Primrose Schools,TN079,"1/367, East Coast Road Injambakkam Chennai Chennai-60 0115",TAMILNADU,04424530247,04424530248,04424530249,staff@tn079cisce.org,tn079cisce.org,Co-ed.,Day,Permanent,True,True,False,Latha G
Kaumaram Sushila International Residential School,TN080,Chinnavedampatti Coimbatore Coimbatore-641049,TAMILNADU,04226505656,9865820000,04222233846,info@ksirs.in,tn080cisce.org,Co-ed.,Day,Permanent,True,True,False,Sasi Priya
Carmel International School,TN081,Onnalavadi (P.O.) Karapalli To Jonnabonda Road Hosurx Krishnagiri-635109,TAMILNADU,9894442734,9791945384,,carmelhosur@gmail.com,tn081cisce.org,Co-ed.,Day,Provisional,True,False,False,Babu Thattil
R J Mantra English School,TN082,Villipathiri To Chinnavallikulam Road Post Box No. 89 Virudhunagar-626001,TAMILNADU,+918903647789,,04562242766,rjmantraschool@gmail.com,tn082cisce.org,Co-ed.,Day,Provisional,True,True,False,Rajini A
Samskaara Academy,TN083,Trichy Road Ondipudur Coimbatore-641016,TAMILNADU,04222272221,9442146362,04222272221,principal@samskaaraacademy.com,tn083cisce.org,Co-ed.,,Provisional,True,False,False,Sudhakaran Amirtharajan
Dr.c.l. Metha Sishya Omr School,TN084,"2/305, Rajiv Gandhi Salai Thoraipakkam Chennai Kanchipuram-600 097",TAMILNADU,04424961610,04424961611,04424562744,sishya.omr2010@gmail.com,tn084cisce.org,Co-ed.,Day,Provisional,True,True,False,Harini Anup
Nps International Chennai,TN085,439 Cheran Nagar (adjacent To Global Hospitals) Shollinganallur-medavakkam Link Road Chennai Chennai-600 100,TAMILNADU,04428351974,04428351973,04428351974,npsomr@gmail.com,tn085cisce.org,Co-ed.,Day,Provisional,True,True,False,Sudha Balan
Avs Central School,TN086,"S.F.No.309/3, 5, Avs Gardens, Eetiveerampalayam Village,Perumanallur, Tiruppur-641666",TAMILNADU,04212351323,0422351333,04212351343,avscentralschool@gmail.com,tn086cisce.org,Co-ed.,Day,Provisional,True,False,False,Vanitha K
St.Michael's Academy,TN087,"No.2, 3Rd Canal Cross Road 4Th Main Road Chennai Chennai-600020",TAMILNADU,24451310,24452310,24452909,stmichaelsacademychennai@gmail.com,tn087cisce.org,Co-ed.,Day,Provisional,True,True,False,Jeyaseelan S
Nirmala Matha Convent School,TN088,Kuniamuthur Coimbatore-641008,TAMILNADU,04222252030,,04222252030,head@tn088cisce.org,tn088cisce.org,Co-ed.,Day,Permanent,True,True,False,Sr. Sisy Vazhappilly
SHIKSHA GREENWOODS SCHOOL,TN089,Nh 46 Pallikonda Vellore-635809,TAMILNADU,,,,kugan088@gmail.com,tn089cisce.org,Co-ed.,Day,Provisional,True,False,False,Franklin Desai Loganathan
CHRIST INTERNATIONAL SCHOOL,TN090,"1626 Christ Bhavan Rahman Nagar , First Street. Thanjavur-613004",TAMILNADU,04362242324,+917373744488,04362242324,christinternationalschool@yahoo.com,tn090cisce.org,Co-ed.,Day,Provisional,True,False,False,Suresh Thirumalai
Seventh Day Adventist International Academy,TN091,"H.Chettipalli Road, Jeeva Nagar, Kundumaranapalli Village Kelamangalam Post, Denkanikottai Taluk Hosur Krishnagiri-635113",TAMILNADU,04344265180,262277,04344265180,sdahrhosur@gmail.com,tn091cisce.org,Co-ed.,Day,Provisional,True,False,False,Spurgeon Sugumar
AACHI INTERNATIONAL SCHOOL,TN092,"SRI AACHI NAGAR, THENI MAIN ROAD THOTTAPPANAYAKKANUR Madurai-625532",TAMILNADU,04552252245,,04552252245,aachiicse@gmail.com,tn092cisce.org,Co-ed.,,Provisional,True,False,False,Indra Gandhi Kannan
M.G.V Global Academy,TN093,S.f. 207/6 Vengamedu Angeripalayam Road Tiruppur-641 603,TAMILNADU,9965552766,8072324624,9965552766,principalmgv@gmail.com,tn093cisce.org,Co-ed.,,Provisional,True,False,False,Maheshkumar S
Carmel Public School,TN094,Manikagramani Nagar Veppampattu Chennai Tiruvallur-602024,TAMILNADU,04427689498,,04427689498,carmelpsv@yahoo.com,tn094cisce.org,Co-ed.,Day,Provisional,True,False,False,Sr. Jancy P D
Ishethra International Residential School,TN095,"Ishethra Nagar, Uthirasapatti Pungampadi Village Karur-639 201",TAMILNADU,+918220017153,+919843730978,04324220153,ishethra@gmail.com,tn095cisce.org,Co-ed.,,Provisional,True,False,False,Kailaswari Kaillappagounder Seerangan
Sri Vishwas Vidhyalaya,TN096,Vishwas Nagar Virudhunagar-626129,TAMILNADU,04566202666,,04566220740,vishwasschool@gmail.com,tn096cisce.org,Co-ed.,Day,Provisional,True,False,False,C.kalaivani Ganesan
The Bridgewoods Public School,TN097,"48/3 A Civil Aerodrome Road S.I.H.S Colony ,Singanallur Coimbatore-641014",TAMILNADU,04222273292,,04222273292,thebridgewoodspublicschool@gmail.com,tn097cisce.org,Co-ed.,Day,Provisional,True,False,False,Revathy Sivam
Sri Kalaivani International School,TN098,S.No.150/1 & 150/2 Devakottai Taluk Sivaganga-630202,TAMILNADU,04565221841,,04565221841,srikalaivanischool@gmail.com,tn098cisce.org,Co-ed.,Day,Provisional,True,False,False,Megala Kathirvel
Bharathi Vidhyaa Kendhra School,TN099,Avinashi To Mangalam Road Avinashi Taluk Tiruppur-641654,TAMILNADU,04212208573,,04212208573,bvkicse@gmail.com,tn099cisce.org,Boys,,Provisional,True,False,False,Dennis Chen
Holy Cross School,TR001,Durjoynagar P.o. Agartala West Tripura-799 009,TRIPURA,03812342188,03812342040,03812342572,head@tr001cisce.org,tr001cisce.org,Co-ed.,Day,Permanent,True,True,False,Sojan Augustine C.s.c.
St. Paul's School,TR002,P.O. Arundhutinagar Agartala West Tripura-799 003,TRIPURA,03812370229,03812371131,03812371131,head@tr002cisce.org,tr002cisce.org,Co-ed.,,Permanent,True,True,False,Lalthanzuali Hauhnar
Holy Cross Convent School,TR003,The Head Post Office Dharmanagar Post Box No. 08 North Tripura-799 250,TRIPURA,03822294757,,,holycross66@ymail.com,tr003cisce.org,Co-ed.,Day,Permanent,True,False,False,Leena Miranda
ST. PIOUS X SCHOOL,TS001,Road No.11 Alwal Hills Secunderabad Hyderabad-500 010,TELANGANA,9492029320,9502083384,04027150144,stpiousalwal@gmail.com,ts001cisce.org,Co-ed.,Day,Provisional,True,False,False,Innalu P
Iris World School,TS002,Hyderabad High Way Alugunoor Karimnagar-505527,TELANGANA,,,,office.desk@irisworldschool.in,ts002cisce.org,Co-ed.,Day,Provisional,True,False,False,Sanjoy Bhattacharjee
St. George's College,UP001,"3, Garden Road Agra Cantt. Agra-282 001",UTTAR PRADESH,9548250423,,,georges1875@gmail.com,up001cisce.org,Co-ed.,Day,Provisional,True,True,False,J. S. Jeremiah
St. Peter's College,UP002,Wazirpura Road Agra-282 003,UTTAR PRADESH,05622852376,05622524561,,head@up002cisce.org,up002cisce.org,Boys,Day,Provisional,True,True,False,Fr. Paul Thannickal
St. Patrick's Junior College,UP003,Convent Of Jesus &Mary Wazirpura Road Agra-282 003,UTTAR PRADESH,05622520107,05622853848,05622521108,patricks@bsnl.in,up003cisce.org,Girls,Day,Provisional,True,True,False,Gracy Paul
St. Paul's Church College,UP004,", Kandhari Road Agra-282 002",UTTAR PRADESH,05622851605,05626455619,05622851605,stpaul2004@rediffmail.com,up004cisce.org,Co-ed.,Day,Permanent,True,True,False,Vivek Daniels
St. Conrad's Inter College,UP005,Opp. Transport Nagar Sikandara P.o. Agra-282 007,UTTAR PRADESH,05622605101,,05622605101,conradsagra@yahoo.com,up005cisce.org,Co-ed.,Day,Permanent,True,True,False,Kalyan Paul Lakra
St. Anthony's Junior College,UP006,"5, The Mall Road Agra Cantt. Agra-282 001",UTTAR PRADESH,05622363335,7388700532,05622253886,cjmstanthonysjrcollege@gmail.com,up006cisce.org,Girls,Day,Permanent,True,True,False,Antonette Antonette
Christ The King School,UP007,Gandhi Puram Tundla Firozabad-283 204,UTTAR PRADESH,05612229230,,,head@up007cisce.org,up007cisce.org,Co-ed.,Day,Permanent,True,True,False,Fr. Andrew Corriea
Holman Institute,UP008,"R2/1, M.g. Road Opp. To Collectrate Agra-282 010",UTTAR PRADESH,08126783593,09411627981,05622260194,holmanagra10@gmail.com,up008cisce.org,Co-ed.,Day,Provisional,True,True,False,H. G. Chandra
Boys' High School & College,UP009,"4, P.D. Tandon Road P.O. Box No. 4 Allahabad-211 001",UTTAR PRADESH,05322266582,05322090416,05322266582,principal@boyshighschool.com,up009cisce.org,Boys,D/R,Permanent,True,True,False,David Andrew Luke
Girls' High School & College,UP010,"25, Elgin Road P.O. Box No. 3 Allahabad-211 001",UTTAR PRADESH,05322623340,05322422219,05322420392,head@up010cisce.org,up010cisce.org,Girls,D/R,Permanent,True,True,False,Dr. (mrs.) Vinita Eusebius
St. Joseph's College,UP011,"2, Tashkent Road Allahabad-211 001",UTTAR PRADESH,05326550009,,,head@up011cisce.org,up011cisce.org,Boys,Day,Provisional,True,True,False,Fr. Rolfie Dsouza
St. Mary's Convent Inter College,UP012,"32, Thornhill Road Allahabad-211 002",UTTAR PRADESH,05322407617,,,smccj@rediffmail.com,up012cisce.org,Girls,Day,Provisional,True,True,False,M. Mariette
Bishop Johnson School & College,UP013,"9 / 23, M.g. Marg Civil Lines Allahabad-211 001",UTTAR PRADESH,05322560713,05322560687,05322560713,bjscalld@yahoo.com,up013cisce.org,Co-ed.,Day,Provisional,True,True,False,Vishal Noble Singh
Children College,UP014,Azamgarhg Azamgarh-276 001,UTTAR PRADESH,05462260363,05462260365,05462260164,head@up014cisce.org,up014cisce.org,Co-ed.,D/R,Permanent,True,True,False,Rita Rathor
Jyoti Niketan,UP015,Atlas Tank Atlas Tank Azamgarh-276 001,UTTAR PRADESH,05462246480,05462213480,,head@up015cisce.org,up015cisce.org,Co-ed.,Day,Permanent,True,True,False,Louis Braggs
Seventh Day Adventist Inter College,UP016,"6, Police Line Road Bahraich-271 801",UTTAR PRADESH,05252232570,,05252232570,sdaintercollegebahraich@gmail.com,up016cisce.org,Co-ed.,Day,Permanent,True,True,False,M.d. John Moses
Holy Cross School,UP017,Post Box No. 21 Ballia-277 001,UTTAR PRADESH,05498220667,,05498225903,head@up017cisce.org,up017cisce.org,Co-ed.,Day,Permanent,True,True,False,Mary John
St. Maria Goretti Inter College,UP018,"62, Cantonment Bareilly-243 001",UTTAR PRADESH,05812422943,05816452333,,head@up018cisce.org,up018cisce.org,Girls,Day,Permanent,True,True,False,Sunita Mao
Hartmann College,UP019,Izatnagar Post Bareilly-243 122,UTTAR PRADESH,05812412333,,05812412333,staff@up019cisce.org,up019cisce.org,Co-ed.,Day,Provisional,True,True,False,Dr. Herman Minj
